"Rank","Player","Year","Pos","Team","AAV",""
"","Nico Collins","2023","WR","HOU","$1,217,879",""
"","Patrick Jones","2023","DE","MIN","$1,217,526",""
"","Anthony Schwartz","2023","WR","CLE","$1,215,756",""
"","James Cook","2023","RB","BUF","$1,458,014",""
"","Monty Rice","2023","ILB","TEN","$1,212,215",""
"","James Winchester","2023","LS","KC","$1,375,000",""
"","Nik Bonitto","2023","LB","DEN","$1,450,473",""
"","Spencer Brown","2023","RT","BUF","$1,208,674",""
"","Kareem Jackson","2023","SS","DEN","$2,667,500",""
"","Matthew Slater","2023","WR","NE","$2,667,500",""
"","Adam Gotsis","2023","DE","JAC","$1,440,000",""
"","Iosua Opeta","2023","G","PHI","$1,425,000",""
"","Ben Cleveland","2023","G","BAL","$1,205,134",""
"","Jacob Phillips","2023","OLB","CLE","$1,086,079",""
"","Robert Hainsey","2023","C","TB","$1,201,593",""
"","Sam Franklin","2023","S","CAR","$2,510,000",""
"","Malik Harrison","2023","ILB","BAL","$1,124,851",""
"","Ifeatu Melifonwu","2023","CB","DET","$1,196,463",""
"","Ambry Thomas","2023","CB","SF","$1,196,463",""
"","Baron Browning","2023","ILB","DEN","$1,196,463",""
"","Elijah Molden","2023","CB","TEN","$1,196,463",""
"","Quinn Meinerz","2023","C","DEN","$1,196,463",""
"","Ronnie Perkins","2023","DE","NE","$1,196,463",""
"","Tre McKitty","2023","TE","LAC","$1,196,463",""
"","Nahshon Wright","2023","CB","DAL","$1,196,463",""
"","Ernest Jones","2023","ILB","LAR","$1,196,463",""
"","Brandon Stephens","2023","S","BAL","$1,196,463",""
"","Matt Peart","2023","LT","NYG","$1,082,391",""
"","James Pierre","2023","CB","PIT","$1,300,000",""
"","Matt Nelson","2023","T","DET","$1,300,000",""
"","Andrew DePaola","2023","LS","MIN","$1,341,667",""
"","Greedy Williams","2023","CB","PHI","$1,350,000",""
"","Adam Butler","2023","DT","LV","$1,550,000",""
"","Duke Shelley","2023","CB","LV","$1,300,000",""
"","Max Scharping","2023","G","CIN","$1,280,000",""
"","Kentavius Street","2023","DE","PHI","$1,280,000",""
"","Justin Hollins","2023","OLB","GB","$1,280,000",""
"","Nick Westbrook","2023","WR","TEN","$1,260,000",""
"","Taybor Pepper","2023","LS","SF","$1,328,333",""
"","Luke Fortner","2023","C","JAC","$1,375,016",""
"","Justin Watson","2023","WR","KC","$1,700,000",""
"","Brian Asamoah","2023","LB","MIN","$1,371,712",""
"","Joshua Ezeudu","2023","G","NYG","$1,371,381",""
"","Brandon Parker","2023","T","LV","$1,245,000",""
"","Martin Emerson","2023","CB","CLE","$1,367,822",""
"","Blake Gillikin","2023","P","NO","$1,240,000",""
"","Nicholas Petit-Frere","2023","RT","TEN","$1,363,935",""
"","Chad Muma","2023","LB","JAC","$1,356,527",""
"","Sione Takitaki","2023","LB","CLE","$2,430,000",""
"","Tre Herndon","2023","CB","JAC","$2,582,000",""
"","Zach Gentry","2023","TE","PIT","$1,400,000",""
"","Nik Needham","2023","CB","MIA","$1,825,000",""
"","Easton Stick","2023","QB","LAC","$1,800,000",""
"","Will Harris","2023","S","DET","$2,582,500",""
"","Nick Allegretti","2023","G","KC","$2,582,500",""
"","Oli Udoh","2023","T","MIN","$2,582,500",""
"","Zach Triner","2023","LS","TB","$1,172,500",""
"","Johnny Mundt","2023","TE","MIN","$1,207,500",""
"","Rashaad Penny","2023","RB","PHI","$1,350,000",""
"","Velus Jones","2023","WR","CHI","$1,351,482",""
"","Abraham Lucas","2023","RT","SEA","$1,347,920",""
"","Gervon Dexter","2023","DT","CHI","$1,680,932",""
"","Jelani Woods","2023","TE","IND","$1,343,118",""
"","Desmond Ridder","2023","QB","ATL","$1,340,740",""
"","Christian Harris","2023","LB","HOU","$1,337,062",""
"","Aaron Rodgers","2023","QB","NYJ","$50,271,667",""
"","Rick Lovato","2023","LS","PHI","$990,000",""
"","Akeem Davis-Gaither","2023","OLB","CIN","$1,028,128",""
"","Michael Ojemudia","2023","CB","CHI","$1,187,848",""
"","Donald Parham","2023","TE","LAC","$1,267,500",""
"","Saahdiq Charles","2023","G","WAS","$1,023,593",""
"","Lucas Niang","2023","RT","KC","$1,129,931",""
"","Josh Kelley","2023","RB","LAC","$1,018,835",""
"","Jalen Davis","2023","CB","CIN","$1,215,000",""
"","Bernhard Raimann","2023","T","IND","$1,325,491",""
"","Travis Jones","2023","DT","BAL","$1,325,491",""
"","Leki Fotu","2023","DT","ARI","$1,017,118",""
"","Alex Wright","2023","DE","CLE","$1,323,394",""
"","Luke Rhodes","2023","LS","IND","$1,212,500",""
"","Jeff Smith","2023","WR","NYG","$1,200,000",""
"","JT Woods","2023","S","LAC","$1,319,111",""
"","Albert Okwuegbunam","2023","TE","DEN","$1,011,011",""
"","Logan Stenberg","2023","G","DET","$1,009,160",""
"","Greg Dulcich","2023","TE","DEN","$1,314,785",""
"","Tae Davis","2023","LB","ATL","$1,232,500",""
"","Cordale Flott","2023","CB","NYG","$1,310,460",""
"","Nick Moore","2023","LS","BAL","$1,247,500",""
"","DeAngelo Malone","2023","LB","ATL","$1,307,396",""
"","K'Von Wallace","2023","SS","PHI","$1,000,278",""
"","Cam Lewis","2023","CB","BUF","$1,185,000",""
"","Nakobe Dean","2023","LB","PHI","$1,301,160",""
"","James Lynch","2023","DT","MIN","$996,499",""
"","Rashard Lawrence","2023","DT","ARI","$994,771",""
"","Rashee Rice","2023","WR","KC","$1,623,802",""
"","Stanley Morgan","2023","WR","CIN","$1,147,500",""
"","Matthew Orzech","2023","LS","GB","$1,225,000",""
"","Troy Dye","2023","OLB","MIN","$993,395",""
"","DeMarvin Leal","2023","DE","PIT","$1,296,724",""
"","Colby Parkinson","2023","TE","SEA","$991,360",""
"","Marcus Jones","2023","CB","NE","$1,294,238",""
"","Brycen Hopkins","2023","TE","LAR","$987,033",""
"","Malik Willis","2023","QB","TEN","$1,290,025",""
"","Tyrique Stevenson","2023","CB","CHI","$1,612,375",""
"","Zack Moss","2023","RB","IND","$1,153,079",""
"","Cam Thomas","2023","DE","ARI","$1,286,084",""
"","Jalen Tolbert","2023","WR","DAL","$1,283,930",""
"","Terrel Bernard","2023","LB","BUF","$1,260,748",""
"","Dylan Parham","2023","G","LV","$1,282,857",""
"","Rachaad White","2023","RB","TB","$1,282,500",""
"","Equanimeous St. Brown","2023","WR","CHI","$965,000",""
"","Keith Smith","2023","FB","ATL","$2,350,000",""
"","Sean Rhyan","2023","T","GB","$1,280,714",""
"","Joshua Miles","2023","T","ATL","$1,162,500",""
"","Johnathan Abram","2023","S","NO","$1,162,500",""
"","Ty Davis-Price","2023","RB","SF","$1,277,136",""
"","Geno Stone","2023","S","BAL","$1,760,000",""
"","John Michael Schmitz","2023","C","NYG","$1,593,334",""
"","Matt Corral","2023","QB","CAR","$1,273,561",""
"","Zach Carter","2023","DE","CIN","$1,269,985",""
"","Nick Cross","2023","S","IND","$1,266,410",""
"","Myjai Sanders","2023","DE","ARI","$1,261,227",""
"","Channing Tindall","2023","LB","MIA","$1,261,227",""
"","Jeremy Ruckert","2023","TE","NYJ","$1,261,227",""
"","Leo Chenal","2023","LB","KC","$1,261,227",""
"","Danny Gray","2023","WR","SF","$1,261,227",""
"","Logan Bruss","2023","G","LAR","$1,261,227",""
"","Brian Robinson","2023","RB","WAS","$1,261,227",""
"","Kerby Joseph","2023","S","DET","$1,261,226",""
"","David Bell","2023","WR","CLE","$1,273,726",""
"","Netane Muti","2023","G","LV","$1,145,000",""
"","Michael Carter","2023","RB","NYJ","$1,071,842",""
"","Darren Hall","2023","CB","ATL","$1,071,187",""
"","Devin Asiasi","2023","TE","CIN","$1,145,705",""
"","Luke Schoonmaker","2023","TE","DAL","$1,566,672",""
"","James Hudson","2023","LT","CLE","$1,068,104",""
"","Cameron Sample","2023","DE","CIN","$1,067,036",""
"","Amon-Ra St. Brown","2023","WR","DET","$1,066,313",""
"","Derrick Barnes","2023","OLB","DET","$1,065,301",""
"","Marquez Callaway","2023","WR","DEN","$1,135,000",""
"","Kellen Mond","2023","QB","CLE","$1,305,854",""
"","Drew Dalman","2023","C","ATL","$1,064,180",""
"","Amik Robertson","2023","CB","LV","$947,350",""
"","DeeJay Dallas","2023","RB","SEA","$947,350",""
"","Shaq Quarterman","2023","ILB","JAC","$947,350",""
"","Jack Driscoll","2023","G","PHI","$947,350",""
"","Jabril Cox","2023","OLB","DAL","$1,062,813",""
"","O'Cyrus Torrence","2023","G","BUF","$1,555,245",""
"","Austin Schlottmann","2023","G","MIN","$1,130,000",""
"","Elerson Smith","2023","DE","NYG","$1,059,572",""
"","Bobby Brown","2023","DT","LAR","$1,059,133",""
"","Chris Rumph II","2023","DE","LAC","$1,058,386",""
"","Kene Nwangwu","2023","RB","MIN","$1,058,200",""
"","Rhamondre Stevenson","2023","RB","NE","$1,057,264",""
"","Jordan Smith","2023","OLB","JAC","$1,054,897",""
"","Zech McPhearson","2023","CB","PHI","$1,052,413",""
"","John Bates","2023","TE","WAS","$1,050,604",""
"","D.J. Turner","2023","CB","CIN","$1,540,011",""
"","Jesper Horsted","2023","TE","LV","$1,120,000",""
"","Ross Matiscik","2023","LS","JAC","$1,267,500",""
"","Camryn Bynum","2023","CB","MIN","$1,049,453",""
"","Chuba Hubbard","2023","RB","CAR","$1,048,294",""
"","Kylen Granson","2023","TE","IND","$1,046,592",""
"","Dan Moore","2023","LT","PIT","$1,044,476",""
"","Robert Rochell","2023","CB","LAR","$1,042,732",""
"","Chandler Brewer","2023","G","JAC","$1,125,000",""
"","Hunter Long","2023","TE","LAR","$1,242,177",""
"","Brenton Strange","2023","TE","JAC","$1,528,583",""
"","Tylan Wallace","2023","WR","BAL","$1,041,341",""
"","Kendall Sheffield","2023","CB","HOU","$1,210,000",""
"","Joe Bachie","2023","LB","CIN","$1,160,000",""
"","Del'Shawn Phillips","2023","LB","BAL","$1,110,000",""
"","Tommy Togiai","2023","DT","CLE","$1,039,286",""
"","Juice Scruggs","2023","C","HOU","$1,524,776",""
"","Cade Otton","2023","TE","TB","$1,123,486",""
"","Amari Rodgers","2023","WR","HOU","$1,224,974",""
"","Rashad Weaver","2023","DE","TEN","$1,034,916",""
"","Marvin Mims","2023","WR","DEN","$1,517,159",""
"","Trey Sermon","2023","RB","PHI","$1,218,234",""
"","Marco Wilson","2023","CB","ARI","$1,032,595",""
"","Tre Brown","2023","CB","SEA","$1,030,166",""
"","Dameon Pierce","2023","RB","HOU","$1,118,858",""
"","Alton Robinson","2023","DE","SEA","$911,587",""
"","Danny Pinter","2023","G","IND","$910,925",""
"","Shane Lemieux","2023","G","NYG","$910,535",""
"","Casey Kreiter","2023","LS","NYG","$1,317,500",""
"","Bobby McCain","2023","CB","NYG","$1,317,500",""
"","Amani Oruwariye","2023","CB","NYG","$1,232,500",""
"","Morgan Cox","2023","LS","TEN","$1,317,500",""
"","Chris Moore","2023","WR","TEN","$1,317,500",""
"","Michael Burton","2023","FB","DEN","$1,317,500",""
"","Trevon Wesco","2023","FB","TEN","$1,232,500",""
"","John Jenkins","2023","DT","LV","$1,317,500",""
"","Keelan Cole","2023","WR","LV","$1,232,500",""
"","O.J. Howard","2023","TE","LV","$1,232,500",""
"","Cam Sims","2023","WR","LV","$1,232,500",""
"","Jaquan Johnson","2023","S","LV","$1,232,500",""
"","Jordan Willis","2023","DE","LV","$1,156,250",""
"","Kris Boyd","2023","CB","ARI","$1,232,500",""
"","Elijah Wilkinson","2023","G","ARI","$1,232,500",""
"","Josh Woods","2023","LB","ARI","$1,232,500",""
"","Rashad Fenton","2023","CB","ARI","$1,232,500",""
"","Mario Edwards","2023","DE","SEA","$1,317,500",""
"","Rodney McLeod","2023","FS","CLE","$1,317,500",""
"","Jordan Kunaszyk","2023","LB","CLE","$1,232,500",""
"","Anthony Walker Jr.","2023","ILB","CLE","$1,232,500",""
"","Matthew Adams","2023","OLB","CLE","$1,232,500",""
"","Josh Wells","2023","RT","JAC","$1,317,500",""
"","D’Ernest Johnson","2023","RB","JAC","$1,232,500",""
"","Robbie Anderson","2023","WR","MIA","$1,317,500",""
"","Markus Golden","2023","OLB","PIT","$1,317,500",""
"","Jake Bailey","2023","P","MIA","$1,232,500",""
"","Chandon Sullivan","2023","CB","PIT","$1,232,500",""
"","Geron Christian","2023","T","MIA","$1,232,500",""
"","Armon Watts","2023","DT","PIT","$1,232,500",""
"","Malik Reed","2023","OLB","MIA","$1,232,500",""
"","Justin Bethel","2023","CB","MIA","$1,317,500",""
"","Patrick Scales","2023","LS","CHI","$1,317,500",""
"","Nathan Peterman","2023","QB","CHI","$1,232,500",""
"","Dante Pettis","2023","WR","CHI","$1,232,500",""
"","Dylan Cole","2023","ILB","CHI","$1,232,500",""
"","Jon Weeks","2023","LS","HOU","$1,317,500",""
"","Michael Deiter","2023","G","HOU","$1,232,500",""
"","Shaq Lawson","2023","DE","BUF","$1,317,500",""
"","Latavius Murray","2023","RB","BUF","$1,317,500",""
"","Brandon Shell","2023","T","BUF","$1,317,500",""
"","A.J. Klein","2023","OLB","BUF","$1,317,500",""
"","Thomas Morstead","2023","P","NYJ","$1,317,500",""
"","Kyle Allen","2023","QB","BUF","$1,232,500",""
"","Nick Bawden","2023","FB","NYJ","$1,092,500",""
"","Dean Marlowe","2023","SS","BUF","$1,232,500",""
"","Jake McQuaide","2023","LS","DET","$1,317,500",""
"","Michael Badgley","2023","K","DET","$1,232,500",""
"","Tyler Larsen","2023","C","WAS","$1,317,500",""
"","David Mayo","2023","OLB","WAS","$1,317,500",""
"","Jonathan Williams","2023","RB","WAS","$1,317,500",""
"","Eddie Goldman","2023","DT","ATL","$1,317,500",""
"","Cornell Armstrong","2023","CB","ATL","$1,232,500",""
"","Tre Flowers","2023","CB","ATL","$1,232,500",""
"","Scotty Miller","2023","WR","ATL","$1,232,500",""
"","Chase Edmonds","2023","RB","TB","$1,232,500",""
"","Deadrin Senat","2023","DT","TB","$1,232,500",""
"","C.J. Goodwin","2023","CB","DAL","$1,317,500",""
"","Ryan Neal","2023","SS","TB","$1,232,500",""
"","Johnathan Hankins","2023","DT","DAL","$1,317,500",""
"","Pat O'Connor","2023","DE","TB","$1,232,500",""
"","Chuma Edoga","2023","T","DAL","$1,232,500",""
"","Lonnie Johnson","2023","CB","NO","$1,232,500",""
"","Ronald Jones II","2023","RB","DAL","$1,232,500",""
"","Isaac Yiadom","2023","CB","NO","$1,232,500",""
"","Trent Sieg","2023","LS","DAL","$1,232,500",""
"","Blaine Gabbert","2023","QB","KC","$1,317,500",""
"","Jerick McKinnon","2023","RB","KC","$1,317,500",""
"","Richie James","2023","WR","KC","$1,232,500",""
"","Derrick Nnadi","2023","DT","KC","$1,232,500",""
"","Deon Bush","2023","S","KC","$1,317,500",""
"","Chris Conley","2023","WR","SF","$1,317,500",""
"","Brandon Powell","2023","WR","MIN","$1,232,500",""
"","Brandon Allen","2023","QB","SF","$1,232,500",""
"","Troy Reeder","2023","LB","MIN","$1,232,500",""
"","Trevor Siemian","2023","QB","CIN","$1,317,500",""
"","Drew Sample","2023","TE","CIN","$1,232,500",""
"","Trent Taylor","2023","WR","CIN","$1,232,500",""
"","Trayveon Williams","2023","RB","CIN","$1,232,500",""
"","Tony Brown","2023","CB","IND","$1,232,500",""
"","Isaiah McKenzie","2023","WR","IND","$1,232,500",""
"","Olamide Zaccheaus","2023","WR","PHI","$1,232,500",""
"","Henry Anderson","2023","DE","CAR","$1,317,500",""
"","Eric Wilson","2023","OLB","GB","$1,232,500",""
"","Damiere Byrd","2023","WR","CAR","$1,317,500",""
"","Cameron Erving","2023","T","CAR","$1,317,500",""
"","Kamu Grugier-Hill","2023","OLB","CAR","$1,317,500",""
"","J.J. Jansen","2023","LS","CAR","$1,317,500",""
"","Eric Rowe","2023","S","CAR","$1,317,500",""
"","Josh Johnson","2023","QB","BAL","$1,317,500",""
"","Trayvon Mullen","2023","CB","BAL","$1,232,500",""
"","Daniel Thomas","2023","SS","JAC","$903,029",""
"","Nick Harris","2023","C","CLE","$902,412",""
"","Carl Davis","2023","DT","NE","$1,317,500",""
"","Broderick Washington","2023","DT","BAL","$897,162",""
"","Jalyn Holmes","2023","DT","CHI","$1,035,000",""
"","Isaiah Mack","2023","DT","NYJ","$1,080,000",""
"","Reid Ferguson","2023","LS","BUF","$1,333,333",""
"","Ulysees Gilbert","2023","LB","TB","$1,080,000",""
"","Will Grier","2023","QB","DAL","$965,000",""
"","Ross Dwelley","2023","TE","SF","$1,700,000",""
"","Perrion Winfrey","2023","DT","CLE","$1,118,199",""
"","Coby Bryant","2023","CB","SEA","$1,116,951",""
"","Jonathan Bullard","2023","DE","MIN","$1,317,500",""
"","Daniel Faalele","2023","T","BAL","$1,115,085",""
"","Justin Strnad","2023","ILB","DEN","$883,193",""
"","Max Mitchell","2023","T","NYJ","$1,114,006",""
"","Daniel Bellinger","2023","TE","NYG","$1,113,276",""
"","Percy Butler","2023","S","WAS","$1,112,254",""
"","Dane Belton","2023","S","NYG","$1,111,122",""
"","Tyler Kroft","2023","TE","MIA","$1,290,000",""
"","Josh Ball","2023","T","DAL","$994,836",""
"","Joshua Kaindoh","2023","DE","KC","$994,836",""
"","D'ante Smith","2023","G","CIN","$994,836",""
"","Royce Newman","2023","G","GB","$994,836",""
"","Damarri Mathis","2023","CB","DEN","$1,109,741",""
"","Hakeem Adeniji","2023","LT","CIN","$876,721",""
"","Eyioma Uwazurike","2023","DE","DEN","$1,106,467",""
"","Micheal Clemons","2023","DE","NYJ","$1,106,024",""
"","Akayleb Evans","2023","CB","MIN","$1,105,269",""
"","Jalyn Armour-Davis","2023","CB","BAL","$1,105,082",""
"","Derek Rivers","2023","OLB","HOU","$1,060,000",""
"","Khadarel Hodge","2023","WR","ATL","$1,200,000",""
"","Cameron Brown","2023","OLB","NYG","$873,341",""
"","Brandon Smith","2023","LB","CAR","$1,104,137",""
"","Bravvion Roy","2023","DT","CAR","$872,244",""
"","Blake Ferguson","2023","LS","MIA","$871,362",""
"","Alohi Gilman","2023","S","LAC","$870,801",""
"","Jack Jones","2023","CB","NE","$1,101,746",""
"","Trysten Hill","2023","DT","CLE","$1,232,500",""
"","Zamir White","2023","RB","LV","$1,100,983",""
"","Charlie Woerner","2023","TE","SF","$869,007",""
"","Cameron Tom","2023","C","PHI","$1,055,000",""
"","Sterling Shepard","2023","WR","NYG","$1,317,500",""
"","Isaiah Spiller","2023","RB","LAC","$1,099,238",""
"","Shaun Bradley","2023","ILB","PHI","$866,605",""
"","Cade York","2023","K","CLE","$1,097,410",""
"","James Proche","2023","WR","BAL","$865,775",""
"","Erik Ezukanma","2023","WR","MIA","$1,096,248",""
"","Neil Farrell Jr.","2023","DT","LV","$1,095,076",""
"","Kendall Lamm","2023","RT","MIA","$1,317,500",""
"","Pierre Strong","2023","RB","NE","$1,093,358",""
"","Zacch Pickens","2023","DT","CHI","$1,440,948",""
"","Charlie Kolar","2023","TE","BAL","$1,091,221",""
"","Jake Ferguson","2023","TE","DAL","$1,091,221",""
"","Tyler Steen","2023","T","PHI","$1,437,611",""
"","Dan Arnold","2023","TE","PHI","$1,185,000",""
"","Jordan Stout","2023","P","BAL","$1,089,459",""
"","Sydney Brown","2023","S","PHI","$1,436,110",""
"","Hassan Haskins","2023","RB","TEN","$1,088,055",""
"","Drew Sanders","2023","LB","DEN","$1,433,682",""
"","Romeo Doubs","2023","WR","GB","$1,085,979",""
"","Jake Camarda","2023","P","TB","$1,085,080",""
"","Oshane Ximines","2023","OLB","NYG","$1,180,000",""
"","Jarrad Davis","2023","ILB","NYG","$1,180,000",""
"","Greg Little","2023","T","HOU","$1,180,000",""
"","Will Clapp","2023","C","LAC","$1,180,000",""
"","Rico Dowdle","2023","RB","DAL","$1,040,000",""
"","Tyler Davis","2023","TE","GB","$1,040,000",""
"","Hendon Hooker","2023","QB","DET","$1,429,755",""
"","Markus Bailey","2023","ILB","CIN","$852,174",""
"","Spencer Burford","2023","G","SF","$1,083,014",""
"","Carter Coughlin","2023","ILB","NYG","$851,286",""
"","Joshua Williams","2023","CB","KC","$1,081,565",""
"","Stantley Thomas-Oliver","2023","CB","CAR","$849,544",""
"","Chris Claybrooks","2023","CB","JAC","$849,346",""
"","J.C. Hassenauer","2023","C","NYG","$1,035,000",""
"","Krys Barnes","2023","LB","ARI","$1,035,000",""
"","Joejuan Williams","2023","CB","MIN","$1,100,000",""
"","James Smith-Williams","2023","DE","WAS","$848,175",""
"","Tank Dell","2023","WR","HOU","$1,244,382",""
"","Cordell Volson","2023","G","CIN","$1,079,221",""
"","Bailey Zappe","2023","QB","NE","$1,076,768",""
"","Byron Young","2023","DT","LV","$1,417,178",""
"","Jonathan Garvin","2023","OLB","GB","$843,570",""
"","Luke Farrell","2023","TE","JAC","$959,505",""
"","Jalen Guyton","2023","WR","LAC","$1,232,500",""
"","Tremayne Anchrum","2023","G","LAR","$842,623",""
"","Jamien Sherwood","2023","S","NYJ","$958,714",""
"","Kendre Miller","2023","RB","NO","$1,413,580",""
"","Brevin Jordan","2023","TE","HOU","$958,046",""
"","Ta'Quon Graham","2023","DE","ATL","$957,653",""
"","Evan McPherson","2023","K","CIN","$955,928",""
"","Roderick Johnson","2023","T","PHI","$1,025,400",""
"","Matt Barkley","2023","QB","BUF","$1,250,200",""
"","Garrett Williams","2023","CB","ARI","$1,408,733",""
"","Kenneth Gainwell","2023","RB","PHI","$953,882",""
"","Larry Borom","2023","RT","CHI","$953,270",""
"","Jalin Hyatt","2023","WR","NYG","$1,406,328",""
"","Caden Sterns","2023","S","DEN","$952,647",""
"","Tony Fields","2023","OLB","CLE","$952,440",""
"","Michael Carter","2023","CB","NYJ","$952,232",""
"","Jaylon Moore","2023","LT","SF","$950,758",""
"","Cedric Tillman","2023","WR","CLE","$1,403,628",""
"","Isaiahh Loudermilk","2023","DT","PIT","$950,072",""
"","James Ferentz","2023","C","NE","$1,215,000",""
"","Dezmon Patmon","2023","WR","BUF","$1,010,000",""
"","Tommy Doyle","2023","LT","BUF","$948,931",""
"","Noah Gray","2023","TE","KC","$948,444",""
"","Darrick Forrest","2023","S","WAS","$947,768",""
"","Keith Taylor","2023","CB","CAR","$946,497",""
"","David Blough","2023","QB","ARI","$1,232,500",""
"","L.J. Collier","2023","DE","ARI","$1,232,500",""
"","Kevin Strong","2023","DT","ARI","$1,156,250",""
"","Ike Boettger","2023","G","BUF","$1,182,500",""
"","Jamison Crowder","2023","WR","NYG","$1,317,500",""
"","Nate Hobbs","2023","CB","LV","$945,763",""
"","Tim Boyle","2023","QB","NYJ","$1,155,000",""
"","Marcus Kemp","2023","WR","WAS","$1,155,000",""
"","Nicholas Morrow","2023","OLB","PHI","$1,155,000",""
"","Garret Wallow","2023","OLB","HOU","$943,971",""
"","Kendal Vickers","2023","DE","BUF","$0",""
"","Zach Harrison","2023","DE","ATL","$1,392,112",""
"","Marte Mapu","2023","S","NE","$1,390,927",""
"","Deommodore Lenoir","2023","CB","SF","$941,218",""
"","Tedarrell Slaton","2023","DT","GB","$940,130",""
"","Sam Mustipher","2023","C","BAL","$1,010,000",""
"","John Simpson","2023","G","BAL","$1,010,000",""
"","Kristian Welch","2023","LB","BAL","$1,010,000",""
"","Kevin Rader","2023","TE","TEN","$895,000",""
"","Jordan Roos","2023","G","TEN","$952,500",""
"","Jonathan Ward","2023","RB","TEN","$895,000",""
"","Essang Bassey","2023","CB","DEN","$1,010,000",""
"","Jonathan Harris","2023","DT","DEN","$895,000",""
"","Ben Bredeson","2023","G","NYG","$947,350",""
"","Isaiah Prince","2023","T","DEN","$1,010,000",""
"","Collin Johnson","2023","WR","NYG","$900,538",""
"","Chris Myarick","2023","FB","NYG","$1,010,000",""
"","Tyre Phillips","2023","G","NYG","$1,031,823",""
"","Curtis Bolton","2023","LB","LV","$1,010,000",""
"","Tyler Hall","2023","CB","LV","$895,000",""
"","Justin Herron","2023","LT","LV","$866,865",""
"","Greg Dortch","2023","WR","ARI","$1,010,000",""
"","JuJu Hughes","2023","S","ARI","$1,010,000",""
"","Jovante Moffatt","2023","S","ARI","$952,500",""
"","Bobby Price","2023","S","ARI","$1,010,000",""
"","Calvin Munson","2023","ILB","NE","$0",""
"","Michael Dunn","2023","T","CLE","$1,010,000",""
"","Drew Forbes","2023","G","CLE","$672,334",""
"","John Kelly","2023","RB","CLE","$0",""
"","Jeremiah Ledbetter","2023","DT","JAC","$0",""
"","Henry Mondeaux","2023","DE","JAC","$1,010,000",""
"","Braden Mann","2023","P","PIT","$868,025",""
"","Tanner Muse","2023","OLB","PIT","$1,010,000",""
"","Elijah Riley","2023","CB","PIT","$695,000",""
"","Elijah Campbell","2023","S","MIA","$1,010,000",""
"","Lester Cotton","2023","G","MIA","$1,067,500",""
"","Freddie Swain","2023","WR","MIA","$895,000",""
"","Andrew Brown","2023","DE","CHI","$1,010,000",""
"","Daurice Fountain","2023","WR","CHI","$1,010,000",""
"","Terrell Lewis","2023","OLB","CHI","$895,000",""
"","Nsimba Webster","2023","WR","CHI","$1,010,000",""
"","Grayland Arnold","2023","CB","HOU","$895,000",""
"","Javelin Guidry Jr.","2023","CB","NYJ","$1,010,000",""
"","Cameron Dantzler","2023","CB","BUF","$1,010,000",""
"","Ross Pierschbacher","2023","G","DET","$1,010,000",""
"","Craig James","2023","CB","NYJ","$1,010,000",""
"","Travin Howard","2023","OLB","BUF","$1,010,000",""
"","Jimmy Moreland","2023","CB","NYJ","$1,010,000",""
"","Diontae Spencer","2023","WR","NYJ","$1,010,000",""
"","Chris Streveler","2023","QB","NYJ","$1,010,000",""
"","Terrell Burgess","2023","S","WAS","$1,010,000",""
"","Casey Toohill","2023","DE","WAS","$846,758",""
"","J.J. Arcega-Whiteside","2023","WR","ATL","$1,010,000",""
"","Joe Gaziano","2023","DE","ATL","$1,010,000",""
"","Penny Hart","2023","WR","ATL","$1,010,000",""
"","Logan Woodside","2023","QB","ATL","$895,000",""
"","Anthony Chesley","2023","CB","TB","$895,000",""
"","Eno Benjamin","2023","RB","NO","$849,428",""
"","Patrick Laird","2023","RB","TB","$0",""
"","Bryan Edwards","2023","WR","NO","$1,010,000",""
"","John Wolford","2023","QB","TB","$1,010,000",""
"","Keith Kirkwood","2023","WR","NO","$1,010,000",""
"","Storm Norton","2023","RT","NO","$1,010,000",""
"","Malik Jefferson","2023","OLB","DAL","$1,067,500",""
"","Malcolm Roach","2023","DE","NO","$1,010,000",""
"","Tyron Johnson","2023","WR","DAL","$1,017,500",""
"","Sean McKeon","2023","TE","DAL","$895,000",""
"","Sheldrick Redwine","2023","S","DAL","$1,067,500",""
"","Kendall Blanton","2023","TE","KC","$1,010,000",""
"","Ross Blacklock","2023","DT","MIN","$1,986,860",""
"","Josh Metellus","2023","S","MIN","$695,000",""
"","Myles Hartsfield","2023","CB","SF","$1,010,000",""
"","John Reid","2023","CB","MIN","$1,010,000",""
"","Khalid Kareem","2023","DE","IND","$1,010,000",""
"","Vyncint Smith","2023","WR","IND","$1,010,000",""
"","Kaden Smith","2023","TE","IND","$1,010,000",""
"","Kevin Toliver","2023","CB","IND","$1,010,000",""
"","Juwann Winfree","2023","WR","IND","$1,010,000",""
"","Tyler Johnson","2023","WR","LAR","$1,010,000",""
"","Larrell Murchison","2023","DT","LAR","$895,000",""
"","Jonathan Owens","2023","S","GB","$1,010,000",""
"","Tyrie Cleveland","2023","WR","PHI","$1,010,000",""
"","Josiah Scott","2023","CB","PHI","$984,735",""
"","Greg Ward","2023","WR","PHI","$1,010,000",""
"","Herb Miller","2023","CB","CAR","$0",""
"","Tucker Kraft","2023","TE","GB","$1,384,484",""
"","K.J. Britt","2023","LB","TB","$936,574",""
"","Nick Williams","2023","DT","LAC","$1,230,000",""
"","Josh Downs","2023","WR","IND","$1,380,115",""
