"Rank","Player","Year","Pos","Team","AAV",""
"","Shedrick Jackson","2023","WR","CIN","$900,833",""
"","Cole Coleman","2023","CB","IND","$900,833",""
"","Matt Hembrough","2023","LS","ARI","$900,667",""
"","Elijah Dotson","2023","RB","LAC","$900,667",""
"","Kendall Smith","2023","S","WAS","$900,667",""
"","Christian Sims","2023","TE","LAR","$900,667",""
"","Chris Stoll","2023","LS","SEA","$900,500",""
"","Bryan Thompson","2023","WR","BUF","$900,500",""
"","TK McClendon","2023","DE","TEN","$900,333",""
"","Griffin Hebert","2023","TE","SEA","$900,333",""
"","Gabriel Houy","2023","G","CHI","$900,333",""
"","Cephus Johnson","2023","WR","MIN","$900,333",""
"","Sean Maginn","2023","G","LAR","$900,333",""
"","Ricky Lee","2023","T","CAR","$900,000",""
"","Keshawn Banks","2023","LB","GB","$900,000",""
"","Kaieem Ceasar","2023","DT","BAL","$900,000",""
"","Sean Ryan","2023","WR","BAL","$900,000",""
"","Charles McClelland","2023","RB","TEN","$900,000",""
"","Caleb Murphy","2023","LB","TEN","$900,000",""
"","Otis Reese","2023","LB","TEN","$900,000",""
"","P.J. Mustipher","2023","DT","DEN","$900,000",""
"","John Shenker","2023","TE","LV","$900,000",""
"","George Tarlas","2023","DE","LV","$900,000",""
"","Morrell Osling III","2023","S","SEA","$900,000",""
"","Quavian White","2023","CB","ARI","$900,000",""
"","Kendall Randolph","2023","G","SEA","$900,000",""
"","Caleb Biggers","2023","CB","CLE","$900,000",""
"","Nathan Rourke","2023","QB","JAC","$0",""
"","Leonard Taylor","2023","TE","JAC","$900,000",""
"","Mitchell Agude","2023","LB","MIA","$900,000",""
"","Ethan Bonner","2023","CB","MIA","$900,000",""
"","Randy Charlton","2023","DE","MIA","$900,000",""
"","Chris Coleman","2023","WR","MIA","$900,000",""
"","Daewood Davis","2023","WR","MIA","$900,000",""
"","Bennett Williams","2023","S","MIA","$900,000",""
"","B.T. Potter","2023","K","PIT","$900,000",""
"","Cam Brown","2023","CB","LAC","$900,000",""
"","Jerrod Clark","2023","DT","LAC","$900,000",""
"","Nathan East","2023","LB","LAC","$900,000",""
"","Isaac Weaver","2023","C","LAC","$855,000",""
"","Pokey Wilson","2023","WR","LAC","$900,000",""
"","Claudin Cherelus","2023","LB","NYJ","$900,000",""
"","Brent Laing","2023","T","NYJ","$900,000",""
"","Mohamed Ibrahim","2023","RB","DET","$900,000",""
"","Zach Morton","2023","DT","DET","$900,000",""
"","Xavier Henderson","2023","S","WAS","$900,000",""
"","Carlos Washington Jr.","2023","RB","ATL","$900,000",""
"","Chris Murray","2023","C","TB","$900,000",""
"","Lou Hedley","2023","P","NO","$900,000",""
"","Kade Warner","2023","WR","TB","$900,000",""
"","Princeton Fant","2023","TE","DAL","$900,000",""
"","Isaiah Land","2023","LB","DAL","$900,000",""
"","Anthony Cook","2023","S","KC","$900,000",""
"","Reese Taylor","2023","CB","KC","$900,000",""
"","Jack Podlesny","2023","K","MIN","$900,000",""
"","Calvin Tyler Jr.","2023","RB","CIN","$900,000",""
"","Corey Luciano","2023","T","SF","$900,000",""
"","Avery Young","2023","S","SF","$900,000",""
"","Johnny King","2023","WR","IND","$900,000",""
"","Aaron Maddox","2023","S","IND","$900,000",""
"","Tanner Ingle","2023","S","LAR","$900,000",""
"","Xavier Smith","2023","WR","LAR","$900,000",""
"","Alex Ward","2023","LS","LAR","$900,000",""
"","Chuck Filiaga","2023","G","GB","$899,833",""
"","Jake Guidone","2023","G","BAL","$899,667",""
"","Ryan Smenda","2023","LB","LAR","$899,667",""
"","Trey Wolff","2023","K","TEN","$899,500",""
"","Tyon Davis","2023","CB","LAR","$899,500",""
"","Trey Botts","2023","DT","BAL","$899,333",""
"","Jeremy Lucien","2023","CB","BAL","$899,333",""
"","Cameron Lyons","2023","LS","NYG","$899,333",""
"","Nick Whiteside","2023","CB","WAS","$899,333",""
"","Evan Deckers","2023","LS","TB","$899,333",""
"","Jose Barbon","2023","WR","DAL","$899,333",""
"","D’Angelo Mandell","2023","CB","DAL","$899,333",""
"","John Stephens","2023","TE","DAL","$899,333",""
"","Tanner Brown","2023","K","LAR","$899,333",""
"","Bumper Pool","2023","LB","CAR","$899,167",""
"","Dontay Demus Jr.","2023","WR","BAL","$899,167",""
"","Ian Swenson","2023","LB","HOU","$899,167",""
"","Brad Cecil","2023","G","DET","$899,167",""
"","Chris Smith","2023","DT","DET","$899,167",""
"","Zion Bowens","2023","WR","WAS","$899,167",""
"","Tim DeMorat","2023","QB","WAS","$899,167",""
"","Joshua Pryor","2023","DE","WAS","$899,167",""
"","Jalen Sample","2023","WR","WAS","$899,167",""
"","DJ Stirgus","2023","CB","WAS","$899,167",""
"","Jerron Cage","2023","DT","NO","$899,167",""
"","Blake Grupe","2023","K","NO","$899,167",""
"","Tanner Taula","2023","TE","TB","$899,167",""
"","C.J. Coldon","2023","CB","MIN","$899,167",""
"","Benny Sapp III","2023","S","GB","$899,000",""
"","Malik Hamm","2023","LB","BAL","$899,000",""
"","Owen Wright","2023","RB","BAL","$899,000",""
"","Taylor Grimes","2023","WR","DEN","$899,000",""
"","Patrick O’Connell","2023","LB","SEA","$899,000",""
"","James Blackman","2023","QB","MIA","$899,000",""
"","Chris Brooks","2023","RB","MIA","$899,000",""
"","Anthony Montalvo","2023","DT","MIA","$899,000",""
"","James Tunstall","2023","T","MIA","$899,000",""
"","Zeke Vandenburgh","2023","LB","MIA","$899,000",""
"","Andre Szmyt","2023","K","CHI","$899,000",""
"","Tyler Baker-Williams","2023","S","LAC","$899,000",""
"","A.J. Uzodinma","2023","CB","LAC","$899,000",""
"","Derrick Langford","2023","CB","NYJ","$899,000",""
"","Taye Barber","2023","WR","TB","$899,000",""
"","Ronald Awatt","2023","RB","SF","$899,000",""
"","Isaiah Norman","2023","S","KC","$898,833",""
"","Tyler Murray","2023","LB","CIN","$898,833",""
"","Christian Trahan","2023","TE","CIN","$898,833",""
"","Kelle Sanders","2023","LB","BAL","$898,667",""
"","Matt Jackson","2023","S","TEN","$898,667",""
"","Marcus Haynes","2023","OLB","DEN","$898,667",""
"","Holton Ahlers","2023","QB","SEA","$898,667",""
"","Lance Boykin","2023","CB","SEA","$898,667",""
"","James Campbell","2023","CB","SEA","$898,667",""
"","Tyjon Lindsey","2023","WR","SEA","$898,667",""
"","Jonah Tavai","2023","DT","SEA","$898,667",""
"","Dequan Jackson","2023","LB","JAC","$898,667",""
"","Oliver Martin","2023","WR","JAC","$898,667",""
"","Robert Burns","2023","FB","CHI","$898,667",""
"","Ronnie Brown","2023","RB","TB","$898,667",""
"","Derrek Pitts","2023","CB","TB","$898,667",""
"","Jaylen Moody","2023","LB","CIN","$898,667",""
"","Isaiah Winstead","2023","WR","SF","$898,667",""
"","Mike Mcallister","2023","C","LAR","$898,667",""
"","Kelechi Anyalebechi","2023","LB","LAR","$898,333",""
"","Braxton Burmeister","2023","WR","LAR","$898,333",""
"","T.J. Carter","2023","DT","LAR","$1,665,000",""
"","Vincent Gray","2023","CB","LAR","$750,000",""
"","Tyler Hudson","2023","WR","LAR","$898,333",""
"","Cameron McCutcheon","2023","CB","LAR","$898,333",""
"","Grant Miller","2023","G","LAR","$898,333",""
"","Deandre Square","2023","LB","LAR","$898,333",""
"","Rashad Torrence","2023","S","LAR","$898,333",""
"","Zach VanValkenburg","2023","DE","LAR","$0",""
"","Taron Vincent","2023","DT","LAR","$898,333",""
"","Dresser Winn","2023","QB","LAR","$898,333",""
"","Jaiden Woodbey","2023","LB","LAR","$898,333",""
"","Spencer Brown","2023","RB","CAR","$0",""
"","Devon Allen","2023","WR","PHI","$832,500",""
"","J.D. DiRenzo","2023","T","CAR","$898,333",""
"","Kennedy Brooks","2023","RB","PHI","$750,000",""
"","Ayinde Eley","2023","LB","CAR","$898,333",""
"","Mario Goodrich","2023","CB","PHI","$832,500",""
"","Tiyon Evans","2023","RB","CAR","$901,667",""
"","Austin Allen","2023","TE","GB","$750,000",""
"","Matt Leo","2023","DE","PHI","$750,000",""
"","Antwuan Jackson","2023","DE","CAR","$898,333",""
"","Jadakis Bonds","2023","WR","GB","$898,333",""
"","Chim Okorafor","2023","T","PHI","$898,333",""
"","Kobe Jones","2023","DE","CAR","$750,000",""
"","Jeff Cotton","2023","WR","GB","$0",""
"","Charleston Rambo","2023","WR","PHI","$750,000",""
"","C.J. Saunders","2023","WR","CAR","$0",""
"","Jean Delance","2023","T","GB","$750,000",""
"","Tyrese Robinson","2023","T","PHI","$832,500",""
"","Josh Thomas","2023","S","CAR","$750,000",""
"","Danny Etling","2023","QB","GB","$0",""
"","Jordan Thomas","2023","LB","CAR","$750,000",""
"","Tyrell Ford","2023","S","GB","$0",""
"","B.J. Wilson","2023","T","CAR","$898,333",""
"","Tyler Goodson","2023","RB","GB","$750,000",""
"","Derek Wright","2023","WR","CAR","$750,000",""
"","B.R. Hatcher","2023","LS","GB","$898,333",""
"","William Hooper","2023","CB","GB","$898,333",""
"","Bo Melton","2023","WR","GB","$0",""
"","Christian Morgan","2023","S","GB","$898,333",""
"","Antonio Moultrie","2023","DT","GB","$898,333",""
"","Kenneth Odumegwu","2023","DT","GB","$898,333",""
"","DJ Scaife","2023","G","GB","$898,333",""
"","Chris Slayton","2023","DT","GB","$0",""
"","Daniel Whelan","2023","P","GB","$750,000",""
"","Emanuel Wilson","2023","RB","GB","$750,000",""
"","Jaquan Amos","2023","S","BAL","$898,333",""
"","Tarik Black","2023","WR","BAL","$750,000",""
"","Shemar Bridges","2023","WR","BAL","$750,000",""
"","Ben Mason","2023","TE","BAL","$750,000",""
"","Jeremiah Moon","2023","OLB","BAL","$750,000",""
"","Rayshad Nichols","2023","DT","BAL","$0",""
"","Jordan Swann","2023","CB","BAL","$898,333",""
"","Jaylon Thomas","2023","T","BAL","$898,333",""
"","Curtis Brooks","2023","DT","TEN","$0",""
"","Shyheim Carter","2023","S","TEN","$0",""
"","Jashaun Corbin","2023","RB","NYG","$0",""
"","LJ Davis","2023","LB","TEN","$898,333",""
"","Leonard Johnson","2023","CB","NYG","$898,333",""
"","James Empey","2023","C","TEN","$750,000",""
"","Tyler Badie","2023","RB","DEN","$0",""
"","Kalil Pimpleton","2023","WR","NYG","$750,000",""
"","Eric Garror","2023","S","TEN","$898,333",""
"","Haggai Chisom Ndubuisi","2023","DT","DEN","$898,333",""
"","Makai Polk","2023","WR","NYG","$750,000",""
"","Gavin Holmes","2023","WR","TEN","$898,333",""
"","Elliott Fry","2023","K","DEN","$750,000",""
"","Kobe Smith","2023","DT","NYG","$750,000",""
"","Matthew Jackson","2023","LB","TEN","$898,333",""
"","Faion Hicks","2023","CB","DEN","$750,000",""
"","Isiah Brown","2023","CB","LV","$0",""
"","Trenton Thompson","2023","S","NYG","$750,000",""
"","Zachary Johnson","2023","G","TEN","$832,500",""
"","Delonte Hood","2023","CB","DEN","$750,000",""
"","Bryce Cosby","2023","S","LV","$750,000",""
"","Kearis Johnson","2023","WR","TEN","$898,333",""
"","Jordan Jackson","2023","DT","DEN","$750,000",""
"","David Ebuka Agoha","2023","DT","LV","$898,333",""
"","Anthony Kendall","2023","CB","TEN","$898,333",""
"","Devon Key","2023","S","DEN","$0",""
"","Cole Fotheringham","2023","TE","LV","$750,000",""
"","Mason Kinsey","2023","WR","TEN","$832,500",""
"","Ja’Quan McMillian","2023","CB","DEN","$0",""
"","Chase Garbers","2023","QB","LV","$0",""
"","Alize Mack","2023","TE","TEN","$750,000",""
"","Will Sherman","2023","T","DEN","$705,000",""
"","Vitaliy Gurman","2023","T","LV","$750,000",""
"","Armani Marsh","2023","S","TEN","$898,333",""
"","Ray Wilborn","2023","S","DEN","$0",""
"","Kana’i Mauga","2023","ILB","LV","$750,000",""
"","Zach McCloud","2023","LB","TEN","$0",""
"","Sincere McCormick","2023","RB","LV","$853,333",""
"","Thomas Odukoya","2023","TE","TEN","$0",""
"","Jordan Meredith","2023","G","LV","$0",""
"","Jayden Peevy","2023","DT","TEN","$0",""
"","Justin Rigg","2023","TE","TEN","$0",""
"","Reggie Roberson","2023","WR","TEN","$0",""
"","Andrew Rupcich","2023","T","TEN","$0",""
"","Brian Cobbs","2023","WR","ARI","$898,333",""
"","Nolan Cooney","2023","P","ARI","$0",""
"","Hayden Howerton","2023","G","ARI","$750,000",""
"","Kyler McMichael","2023","CB","ARI","$0",""
"","Chris Pierce Jr.","2023","TE","ARI","$750,000",""
"","Bernhard Seikovits","2023","TE","ARI","$750,000",""
"","Brandon Smith","2023","WR","ARI","$750,000",""
"","Montrae Braswell","2023","CB","SEA","$750,000",""
"","Badara Traore","2023","T","ARI","$0",""
"","LaTrell Bumphus","2023","DE","SEA","$898,333",""
"","Greg Eiland","2023","T","SEA","$0",""
"","Brad Hawkins","2023","S","NE","$750,000",""
"","Austin Faoliu","2023","DT","SEA","$750,000",""
"","Ed Lee","2023","WR","NE","$898,333",""
"","Benjie Franklin","2023","CB","SEA","$750,000",""
"","Quandre Mosely","2023","CB","NE","$750,000",""
"","Bryant Koback","2023","RB","SEA","$750,000",""
"","Tre Nixon","2023","WR","NE","$0",""
"","Jalen McKenzie","2023","T","SEA","$750,000",""
"","Jeremiah Pharms","2023","DT","NE","$0",""
"","Joshua Onujiogu","2023","DE","SEA","$705,000",""
"","Daylen Baldwin","2023","WR","CLE","$750,000",""
"","Rodney Randle","2023","S","NE","$750,000",""
"","Jacob Sykes","2023","DE","SEA","$750,000",""
"","Bubba Bolden","2023","S","CLE","$750,000",""
"","Justus Tavai","2023","DT","NE","$750,000",""
"","Mike Harley, Jr.","2023","WR","CLE","$750,000",""
"","Scotty Washington","2023","WR","NE","$0",""
"","Ra'Shaun Henry","2023","WR","CLE","$750,000",""
"","Zaire Mitchell-Paden","2023","TE","CLE","$750,000",""
"","Hunter Thedford","2023","TE","CLE","$750,000",""
"","Tyrone Wheatley Jr.","2023","T","CLE","$0",""
"","Kevin Austin","2023","WR","JAC","$750,000",""
"","Latavious Brini","2023","S","JAC","$898,333",""
"","James McCourt","2023","K","JAC","$750,000",""
"","Ayo Oyelola","2023","S","JAC","$750,000",""
"","Gerrit Prince","2023","TE","JAC","$750,000",""
"","Willie Taylor","2023","LB","JAC","$898,333",""
"","Darryl Williams","2023","C","JAC","$750,000",""
"","Seth Williams","2023","WR","JAC","$750,000",""
"","Tino Ellis","2023","CB","MIA","$1,665,000",""
"","Dylan Cook","2023","TE","PIT","$0",""
"","Cameron Goode","2023","OLB","MIA","$0",""
"","William Dunkle","2023","G","PIT","$750,000",""
"","Michael Turk","2023","P","MIA","$898,333",""
"","Alfonzo Graham","2023","RB","PIT","$898,333",""
"","Jaylen Twyman","2023","DT","MIA","$832,500",""
"","Darius Hagans","2023","RB","PIT","$750,000",""
"","Toby Ndukwe","2023","LB","PIT","$898,333",""
"","Chris Wilcox","2023","CB","PIT","$0",""
"","Jarrid Williams","2023","T","PIT","$750,000",""
"","Chase Allen","2023","TE","CHI","$750,000",""
"","Ryan Anderson","2023","P","CHI","$750,000",""
"","Kuony Deng","2023","OLB","CHI","$750,000",""
"","Kellen Diesch","2023","T","CHI","$750,000",""
"","Donovan Jeter","2023","DT","CHI","$750,000",""
"","D’Anthony Jones","2023","DT","CHI","$898,333",""
"","Josh Lugg","2023","T","CHI","$898,333",""
"","Roy Mbaeteka","2023","T","CHI","$898,333",""
"","Bralen Trahan","2023","S","CHI","$898,333",""
"","Gerrid Doaks","2023","RB","HOU","$832,500",""
"","Johnny Johnson","2023","WR","HOU","$0",""
"","Jordan Murray","2023","TE","HOU","$898,333",""
"","Adedayo Odeleye","2023","DT","HOU","$750,000",""
"","Nick Guggemos","2023","TE","BUF","$750,000",""
"","Kevin Jarvis","2023","G","BUF","$750,000",""
"","Joel Wilson","2023","TE","BUF","$898,333",""
"","Basil Chijioke Okoye","2023","DT","LAC","$898,333",""
"","Irvin Charles","2023","WR","NYJ","$705,000",""
"","Andrew Farmer","2023","OLB","LAC","$898,333",""
"","Izaiah Gathings","2023","WR","NYJ","$89,833",""
"","A.J. Finley","2023","S","LAC","$898,333",""
"","Chris Glaser","2023","G","NYJ","$832,500",""
"","Tyler Hoosman","2023","RB","LAC","$898,333",""
"","Jerome Kapp","2023","WR","NYJ","$898,333",""
"","Hunter Kampmoyer","2023","TE","LAC","$0",""
"","Marquiss Spencer","2023","DE","NYJ","$827,500",""
"","Carlo Kemp","2023","DT","LAC","$0",""
"","Tyreek Maddox-William","2023","LB","LAC","$750,000",""
"","Austen Pleasants","2023","T","LAC","$0",""
"","Derrick Deese Jr.","2023","TE","DET","$750,000",""
"","Ty Shelby","2023","DE","LAC","$750,000",""
"","Dylan Drummond","2023","WR","DET","$898,333",""
"","Obinna Eze","2023","T","DET","$750,000",""
"","Patrick Murtagh","2023","TE","DET","$898,333",""
"","Trevor Nowaske","2023","LB","DET","$898,333",""
"","Darrin Paulo","2023","T","DET","$0",""
"","Max Pircher","2023","RT","DET","$0",""
"","John Parker Romo","2023","K","DET","$750,000",""
"","Josh Ali","2023","WR","ATL","$0",""
"","Alex Akingbulu","2023","T","WAS","$0",""
"","Chris Blair","2023","WR","ATL","$750,000",""
"","David Bada","2023","DT","WAS","$705,000",""
"","Slade Bolden","2023","WR","ATL","$750,000",""
"","DaMarcus Fields","2023","CB","WAS","$750,000",""
"","Natrone Brooks","2023","S","ATL","$898,333",""
"","Ferrod Gardner","2023","S","WAS","$750,000",""
"","Clifford Chattman","2023","S","ATL","$898,333",""
"","Nolan Laufenberg","2023","G","WAS","$0",""
"","Lukas Denis","2023","S","ATL","$750,000",""
"","Kyric McGowan","2023","WR","WAS","$0",""
"","Tucker Fisk","2023","TE","ATL","$750,000",""
"","Aaron Monteiro","2023","T","WAS","$0",""
"","Clint Ratkovich","2023","FB","ATL","$0",""
"","Justin Shaffer","2023","G","ATL","$750,000",""
"","Matthew Trickett","2023","K","ATL","$898,333",""
"","Tyler Vrabel","2023","T","ATL","$750,000",""
"","Barry Wesley","2023","T","ATL","$898,333",""
"","Kawaan Baker","2023","WR","NO","$750,000",""
"","Jake Bargas","2023","TE","NO","$750,000",""
"","Prince Emili","2023","DT","NO","$0",""
"","Adrian Frye","2023","S","NO","$898,333",""
"","Tyler Coyle","2023","S","DAL","$832,500",""
"","Lucas Krull","2023","TE","NO","$0",""
"","C.J. Brewer","2023","DT","TB","$750,000",""
"","Dontario Drummond","2023","WR","DAL","$832,500",""
"","Scott Lashley","2023","T","NO","$898,333",""
"","Don Gardner","2023","S","TB","$0",""
"","Seth Green","2023","TE","DAL","$832,500",""
"","Koda Martin","2023","G","NO","$0",""
"","Mike Greene","2023","DT","TB","$0",""
"","Dennis Houston","2023","WR","DAL","$832,500",""
"","Ellis Merriweather","2023","RB","NO","$898,333",""
"","Duron Lowe","2023","CB","TB","$0",""
"","Alec Lindstrom","2023","C","DAL","$832,500",""
"","Michael Niese","2023","T","TB","$832,500",""
"","Juanyeh Thomas","2023","S","DAL","$832,500",""
"","Raiqwon O’Neal","2023","T","TB","$898,333",""
"","Willington Prevlion","2023","DT","TB","$832,500",""
"","Hamilcar Rashed","2023","DE","TB","$832,500",""
"","Charles Snowden","2023","DE","TB","$832,500",""
"","Sean Tucker","2023","RB","TB","$898,333",""
"","Markees Watts","2023","OLB","TB","$898,333",""
"","Kedrick Whitehead","2023","S","TB","$898,333",""
"","Ekow Boye-Doe","2023","CB","KC","$898,333",""
"","Matt Bushman","2023","TE","KC","$750,000",""
"","Mike Caliendo","2023","G","KC","$750,000",""
"","Kekoa Crawford","2023","WR","KC","$750,000",""
"","Jerrion Ealy","2023","WR","KC","$750,000",""
"","Ty Fryfogle","2023","WR","KC","$750,000",""
"","Chukwuebuka Godrick","2023","T","KC","$898,333",""
"","Anderson Hardy","2023","T","KC","$898,333",""
"","Chris Oladokun","2023","QB","KC","$750,000",""
"","Justyn Ross","2023","WR","KC","$853,333",""
"","Junior Aho","2023","DT","MIN","$898,333",""
"","Andre Carter II","2023","OLB","MIN","$898,333",""
"","Jake Browning","2023","QB","CIN","$750,000",""
"","Jacky Chen","2023","T","MIN","$898,333",""
"","Alfredo Gutierrez","2023","T","SF","$750,000",""
"","Owen Carney","2023","DE","CIN","$750,000",""
"","Dontavian Jackson","2023","WR","MIN","$898,333",""
"","Tayler Hawkins","2023","S","SF","$750,000",""
"","Malachi Carter","2023","WR","CIN","$898,333",""
"","Garett Maag","2023","WR","MIN","$898,333",""
"","Qwuantrezz Knight","2023","CB","SF","$750,000",""
"","Devin Cochran","2023","T","CIN","$750,000",""
"","Zach Ojile","2023","TE","MIN","$898,333",""
"","Tay Martin","2023","WR","SF","$750,000",""
"","Yusuf Corker","2023","S","CIN","$750,000",""
"","Sam Schlueter","2023","T","MIN","$750,000",""
"","Marcelino McCrary-Ball","2023","LB","SF","$750,000",""
"","Domenique Davis","2023","DT","CIN","$750,000",""
"","T.J. Smith","2023","DT","MIN","$750,000",""
"","Jason Poe","2023","G","SF","$750,000",""
"","Nate Gilliam","2023","G","CIN","$750,000",""
"","Josh Sokol","2023","C","MIN","$750,000",""
"","Leroy Watson","2023","TE","SF","$750,000",""
"","Mac Hippenhammer","2023","WR","CIN","$898,333",""
"","NaJee Thompson","2023","CB","MIN","$898,333",""
"","Kwamie Lassiter","2023","WR","CIN","$750,000",""
"","Curtis Weaver","2023","DE","MIN","$750,000",""
"","Tautala Pesefea","2023","DT","CIN","$898,333",""
"","Kody Case","2023","WR","IND","$898,333",""
"","Marcel Dabo","2023","S","IND","$750,000",""
"","Emil Ekiyor","2023","G","IND","$898,333",""
"","Ethan Fernea","2023","WR","IND","$750,000",""
"","Lucas Havrisik","2023","K","IND","$0",""
"","Jordan Murray","2023","T","IND","$0",""
"","Segun Olubi","2023","LB","IND","$750,000",""
"","Michael Tutsie","2023","S","IND","$898,333",""
"","Matthew Vanderslice","2023","T","IND","$898,333",""
"","Jamal Woods","2023","DT","IND","$898,333",""
"","Avery Williams","2023","RB","ATL","$930,038",""
"","Daniel Scott","2023","S","IND","$1,036,959",""
"","Bradlee Anae","2023","DE","NYJ","$905,000",""
"","Zach Davidson","2023","TE","BUF","$0",""
"","Andre Miller","2023","TE","NYG","$750,000",""
"","Jaylon Moore","2023","WR","JAC","$750,000",""
"","B.J. Baylor","2023","RB","ATL","$750,000",""
